genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
"[10402, 18, 10749]",332562,en,A Star Is Born,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",35.667,2018-10-03,A Star Is Born,7.501,11181
"[18, 10402, 10749]",19610,en,A Star Is Born,"Drunken, has-been rock star John Norman Howard falls in love with unknown singer, Esther Hoffman, after seeing her perform at a club. He lets her sing a few songs at one of his shows and she becomes the talk of the music industry. Esther's star begins to rise, while John's continues to fall. She tries desperately to get John to sober up and focus on his music, but it may be too late to save him.",12.967,1976-12-17,A Star Is Born,5.958,204
"[35, 18]",429197,en,Vice,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",21.954,2018-12-25,Vice,7.045,3129
[18],955671,en,Vice,When a state governor is unexpectedly tapped for the Vice-Presidency he finds the vetting process a brutal introduction to national politics.,3.084,2018-01-01,Vice,0.0,0
"[18, 28, 36]",359724,en,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",71.107,2019-11-13,Ford v Ferrari,8.013,7129
"[80, 18, 36]",398978,en,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",37.316,2019-11-01,The Irishman,7.614,6329
"[35, 10752, 18]",515001,en,Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",24.321,2019-10-18,Jojo Rabbit,8.034,8878
"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",74.271,2019-10-01,Joker,8.165,23796
"[18, 10749]",331482,en,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,42.886,2019-12-25,Little Women,7.896,5814
[18],492188,en,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",17.579,2019-09-28,Marriage Story,7.749,6555
"[10752, 28, 18]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",43.326,2019-12-25,1917,7.991,11563
"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",76.845,2019-05-30,Parasite,8.513,16805
[18],600354,en,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",22.671,2020-12-23,The Father,8.147,2857
[18],605503,bg,Бащата,"Vasil has just lost his long-time partner in life, his wife Ivanka. When a woman at her funeral proclaims that the dead woman called her cellphone, Vasil seeks out the help of a well-known psychic in order to try to contact his wife. His son Pavel tries to bring him to his senses, but Vasil stubbornly insists on doing things his own way… Following the internationally successful The Lesson and Glory, Grozeva and Valchanov return with an intimate family drama about the difficulties of connecting with those close to us. As the picture slowly gathers momentum, its story unfolds many of the carefully arranged absurd or comic situations typical for the Bulgarian filmmaking duo.",5.086,2020-08-21,The Father,5.688,8
"[18, 36]",614560,en,Mank,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,23.732,2020-11-13,Mank,6.729,1483
[18],615643,en,Minari,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",28.64,2021-02-12,Minari,7.356,1443
[18],581734,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",20.366,2021-01-29,Nomadland,7.232,2720
"[53, 80, 18]",582014,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",27.622,2020-12-13,Promising Young Woman,7.451,2861
"[18, 10402]",502033,en,Sound of Metal,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",24.62,2020-11-20,Sound of Metal,7.742,2311
"[18, 36]",556984,en,The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,35.094,2020-09-25,The Trial of the Chicago 7,7.724,2815
[18],777270,en,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",24.128,2021-11-12,Belfast,7.118,1298
"[18, 10402, 10749]",776503,en,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",43.597,2021-08-11,CODA,7.961,1975
"[35, 878, 18]",646380,en,Don't Look Up,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,63.997,2021-12-07,Don't Look Up,7.129,7397
[18],758866,ja,ドライブ・マイ・カー,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",22.636,2021-08-18,Drive My Car,7.403,1083
"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",126.944,2021-09-15,Dune,7.786,9707
"[28, 878, 12]",841,en,Dune,"In the year 10,191, the world is at war for control of the desert planet Arrakis—the only place where the space-travel substance Melange 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",38.513,1984-12-14,Dune,6.202,2647
"[16, 9648, 53]",697620,hu,Dűne,"Sounds as witnesses. They blurr into memories, half-dreams, it is undecided if they are real or not. A fluctuation between imagination and reality.",4.21,2020-06-15,Dune,1.5,2
"[18, 36]",614917,en,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",30.953,2021-11-18,King Richard,7.703,2158
"[18, 35, 10749]",718032,en,Licorice Pizza,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",34.293,2021-11-26,Licorice Pizza,7.003,1988
"[80, 53, 18]",597208,en,Nightmare Alley,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,41.66,2021-12-02,Nightmare Alley,6.997,2598
